County	Soil Code	Soil Description	Soil Description
Appanoose County	532C	Rathbun silt loam, 5 to 9 percent slopes	47
Appanoose County	532C2	Rathbun silty clay loam, 5 to 9 percent slopes, moderately eroded	44
Appanoose County	534	Carlow silty clay, 0 to 2 percent slopes, occasionally flooded	53
Appanoose County	587	Chequest silty clay loam, 0 to 2 percent slopes, occasionally flooded	62
Appanoose County	592C2	Mystic silt loam, 5 to 9 percent slopes, moderately eroded	31
Appanoose County	592C3	Mystic soils, 5 to 9 percent slopes, severely eroded	20
Appanoose County	592D2	Mystic silt loam, 9 to 14 percent slopes, moderately eroded	10
Appanoose County	592D3	Mystic soils, 9 to 14 percent slopes, severely eroded	5
Appanoose County	752C	Lineville silt loam, dark variant, 5 to 9 percent slopes	71
Appanoose County	752C2	Lineville silt loam, dark variant, 5 to 9 percent slopes, moderately eroded	68
Appanoose County	792C2	Armstrong loam, 5 to 9 percent slopes, moderately eroded	31
Appanoose County	792C3	Armstrong soils, 5 to 9 percent slopes, severely eroded	17
Appanoose County	792D2	Armstrong loam, 9 to 14 percent slopes, moderately eroded	9
Appanoose County	792D3	Armstrong soils, 9 to 14 percent slopes, severely eroded	5
Appanoose County	795C2	Ashgrove silt loam, 5 to 9 percent slopes, moderately eroded	6
Appanoose County	795D2	Ashgrove silt loam, 9 to 14 percent slopes, moderately eroded	7
Appanoose County	822D2	Lamoni silty clay loam, 9 to 14 percent slopes, moderately eroded	10
Appanoose County	822D3	Lamoni soils, 9 to 14 percent slopes, severely eroded	5
Appanoose County	993D2	Armstrong-Gara loams, 9 to 14 percent slopes, moderately eroded complex	22
Appanoose County	993D3	Armstrong-Gara complex, 9 to 14 percent slopes, severely eroded	19
Appanoose County	993E2	Armstrong-Gara loams, 14 to 18 percent slopes, moderately eroded complex	17
Appanoose County	993E3	Armstrong-Gara complex, 14 to 18 percent slopes, severely eroded	15
Appanoose County	5011	Anthroportic Udorthents, reclaimed sand and gravel pits, 0 to 9 percent slopes	5
Appanoose County	5020	Strip mines and Dumps	
Appanoose County	5030	Pits, limestone quarries	
Appanoose County	5040	Udorthents and Loamy soils	5
Appanoose County	5080	Udorthents and Sanitary landfill	5
Appanoose County	AW	Animal waste lagoon	
Appanoose County	INT	Intermittent water soils	
Appanoose County	SL	Sewage lagoon	
Appanoose County	T130	Belinda silt loam, terrace, 0 to 2 percent slopes	48
Appanoose County	T131B	Pershing silt loam, terrace, 2 to 5 percent slopes	71
Appanoose County	T131C	Pershing silt loam, terrace, 5 to 9 percent slopes	67
Appanoose County	T132B	Weller silt loam, terrace, 2 to 5 percent slopes	68
Appanoose County	T132C2	Weller silt loam, terrace, 5 to 9 percent slopes, moderately eroded	62
Appanoose County	W	Water	
Audubon County	1C3	Ida silt loam, 5 to 9 percent slopes, severely eroded	58
Audubon County	7B	Wiota silty clay loam, 1 to 4 percent slopes	95
Audubon County	8B	Judson silty clay loam, deep loess, 2 to 5 percent slopes	92
Audubon County	8C	Judson silty clay loam, deep loess, 5 to 9 percent slopes	87
Audubon County	9	Marshall silty clay loam, 0 to 2 percent slopes	98
Audubon County	9B	Marshall silty clay loam, 2 to 5 percent slopes	95
Audubon County	9B2	Marshall silty clay loam, 2 to 5 percent slopes, eroded	92
Audubon County	9C	Marshall silty clay loam, 5 to 9 percent slopes	89
Audubon County	9C2	Marshall silty clay loam, 5 to 9 percent slopes, eroded	87
Audubon County	9D2	Marshall silty clay loam, 9 to 14 percent slopes, eroded	61
Audubon County	9E2	Marshall silty clay loam, 14 to 20 percent slopes, eroded	43
Audubon County	9E3	Marshall silty clay loam, 14 to 20 percent slopes, severely eroded	37
Audubon County	11B	Judson-Colo-Ackmore complex, 2 to 5 percent slopes	81
Audubon County	54	Zook silty clay loam, 0 to 2 percent slopes, occasionally flooded	67
Audubon County	99C2	Exira silty clay loam, 5 to 9 percent slopes, eroded	87
Audubon County	99D2	Exira silty clay loam, 9 to 14 percent slopes, eroded	59
Audubon County	99D3	Exira silty clay loam, 9 to 14 percent slopes, severely eroded	52
Audubon County	99E2	Exira silty clay loam, 14 to 18 percent slopes, eroded	50
Audubon County	133	Colo silty clay loam, deep loess, 0 to 2 percent slopes, occasionally flooded	78
Audubon County	179E	Gara loam, dissected till plain, 14 to 18 percent slopes	37
Audubon County	179F	Gara loam, 18 to 25 percent slopes	18
Audubon County	179G	Gara loam, dissected till plain, 25 to 40 percent slopes	5
Audubon County	192D3	Adair clay loam, 9 to 14 percent slopes, severely eroded	7
Audubon County	212	Kennebec silt loam, 0 to 2 percent slopes, occasionally flooded	91
Audubon County	222D2	Clarinda silty clay loam, deep loess, 9 to 14 percent slopes, eroded	15
Audubon County	248	Wabash silty clay loam, 0 to 1 percent slopes	61
Audubon County	268C	Knox silt loam, 5 to 9 percent slopes	85
Audubon County	268D	Knox silt loam, 9 to 14 percent slopes	57
Audubon County	268E	Knox silt loam, 14 to 18 percent slopes	46
Audubon County	268F	Knox silt loam, 18 to 25 percent slopes	29
Audubon County	273C	Olmitz loam, 5 to 9 percent slopes	85
Audubon County	289D2	Dickman, loamy substratum-Marshall complex, 9 to 14 percent slopes, eroded	35
Audubon County	370B	Sharpsburg silty clay loam, 2 to 5 percent slopes	91
Audubon County	370B2	Sharpsburg silty clay loam, 2 to 5 percent slopes, eroded	88
Audubon County	370C	Sharpsburg silty clay loam, 5 to 9 percent slopes	81
Audubon County	370C2	Sharpsburg silty clay loam, 5 to 9 percent slopes, eroded	80
Audubon County	370D2	Sharpsburg silty clay loam, 9 to 14 percent slopes, eroded	54
Audubon County	430	Ackmore silt loam, 0 to 2 percent slopes, occasionally flooded	77
Audubon County	509	Marshall silty clay loam, terrace, 0 to 2 percent slopes	99
Audubon County	509B	Marshall silty clay loam, terrace, 2 to 5 percent slopes	94
Audubon County	509C2	Marshall silty clay loam, terrace, 5 to 9 percent slopes, eroded	88
Audubon County	822D2	Lamoni silty clay loam, 9 to 14 percent slopes, eroded	10
Audubon County	980G	Gullied land-Judson complex, 5 to 40 percent slopes	5
Audubon County	1820	Dockery-Quiver silt loams, 0 to 2 percent slopes, occasionally flooded	87
Audubon County	5010	Pits, sand and gravel	
Audubon County	5040	Udorthents, loamy	5
Audubon County	AW	Animal waste lagoon	
Audubon County	INT	Intermittent water	
Audubon County	SL	Sewage lagoon	
Audubon County	W	Water	
Audubon County	Z24C3	Shelby clay loam, deep loess, 5 to 9 percent slopes, severely eroded	66
Audubon County	Z24D2	Shelby clay loam, deep loess, 9 to 14 percent slopes, eroded	52
Audubon County	Z24D3	Shelby clay loam, deep loess, 9 to 14 percent slopes, severely eroded	43
Audubon County	Z24E3	Shelby clay loam, deep loess, 14 to 18 percent slopes, severely eroded	32
Audubon County	Z24F3	Shelby clay loam, deep loess, 18 to 25 percent slopes, severely eroded	14
Audubon County	Z93D2	Shelby-Adair clay loams, deep loess, 9 to 14 percent slopes, eroded	38
Audubon County	Z93D3	Shelby-Adair clay loams, deep loess, 9 to 14 percent slopes, severely eroded	26
Audubon County	Z93E2	Shelby-Adair clay loams, deep loess, 14 to 18 percent slopes, eroded	29
Audubon County	Z93E3	Shelby-Adair clay loams, deep loess, 14 to 18 percent slopes, severely eroded	22
Audubon County	Z192C2	Adair clay loam, deep loess, 5 to 9 percent slopes, eroded	33
Audubon County	Z192D2	Adair clay loam, deep loess, 9 to 14 percent slopes, eroded	14
Audubon County	Z1820	Dockery-Quiver silt loams, deep loess, 0 to 2 percent slopes, occasionally flooded	87
Benton County	11B	Colo-Ely complex, 0 to 5 percent slopes	86
Benton County	41	Sparta loamy fine sand, 0 to 2 percent slopes	44
Benton County	41B	Sparta loamy fine sand, 2 to 5 percent slopes	39
Benton County	41C	Sparta loamy fine sand, 5 to 9 percent slopes	34
Benton County	41D	Sparta loamy fine sand, 9 to 14 percent slopes	8
Benton County	51	Vesser silt loam, 0 to 2 percent slopes	71
Benton County	54	Zook silty clay loam, 0 to 2 percent slopes, occasionally flooded	60
Benton County	63B	Chelsea loamy fine sand, 2 to 5 percent slopes	19
Benton County	63C	Chelsea loamy fine sand, 5 to 9 percent slopes	14
Benton County	63D	Chelsea loamy fine sand, 9 to 18 percent slopes	5
Benton County	63F	Chelsea loamy fine sand, 18 to 25 percent slopes	5
Benton County	65E2	Lindley loam, 14 to 18 percent slopes, moderately eroded	28
Benton County	65F	Lindley loam, 18 to 25 percent slopes	14
Benton County	65F3	Lindley clay loam, 18 to 25 percent slopes, severely eroded	5
Benton County	83B	Kenyon loam, 2 to 5 percent slopes	90
Benton County	83C	Kenyon loam, 5 to 9 percent slopes	85
Benton County	83C2	Kenyon loam, 5 to 9 percent slopes, eroded	84
Benton County	83D	Kenyon loam, 9 to 14 percent slopes	63
Benton County	83D2	Kenyon loam, 9 to 14 percent slopes, eroded	61
Benton County	84	Clyde silty clay loam, 0 to 3 percent slopes	88
Benton County	109C	Backbone fine sandy loam, 4 to 12 percent slopes	31
Benton County	110B	Lamont fine sandy loam, 2 to 5 percent slopes	52
Benton County	110C	Lamont fine sandy loam, 5 to 9 percent slopes	47
Benton County	118	Garwin silty clay loam, 0 to 2 percent slopes	90
Benton County	119	Muscatine silty clay loam, 0 to 2 percent slopes	100
Benton County	119B	Muscatine silty clay loam, 2 to 5 percent slopes	95
Benton County	120	Tama silty clay loam, 0 to 2 percent slopes	100
Benton County	120B	Tama silty clay loam, 2 to 5 percent slopes	95
Benton County	120C	Tama silty clay loam, 5 to 9 percent slopes	90
Benton County	120C2	Tama silty clay loam, 5 to 9 percent slopes, eroded	87
Benton County	122	Sperry silt loam, depressional, 0 to 1 percent slopes	36
Benton County	127	Wiota silt loam, loamy substratum, 0 to 3 percent slopes, rarely flooded	95
Benton County	133	Colo silty clay loam, 0 to 2 percent slopes, occasionally flooded	78
Benton County	159	Finchford loamy sand, 0 to 2 percent slopes	43
Benton County	171B	Bassett loam, 2 to 5 percent slopes	85
Benton County	171C	Bassett loam, 5 to 9 percent slopes	80
Benton County	171C2	Bassett loam, 5 to 9 percent slopes, eroded	77
Benton County	171D	Bassett loam, 9 to 14 percent slopes	57
Benton County	171D2	Bassett loam, 9 to 14 percent slopes, eroded	54
Benton County	175	Dickinson fine sandy loam, 0 to 2 percent slopes	55
Benton County	175B	Dickinson fine sandy loam, 2 to 5 percent slopes	50
Benton County	175C	Dickinson fine sandy loam, 5 to 9 percent slopes	45
Benton County	177	Saude loam, 0 to 2 percent slopes	60
Benton County	177B	Saude loam, 2 to 5 percent slopes	55
Benton County	177C	Saude loam, 5 to 9 percent slopes	50
Benton County	178	Waukee loam, 0 to 2 percent slopes	69
Benton County	178B	Waukee loam, 2 to 5 percent slopes	64
Benton County	184B	Klinger silty clay loam, 1 to 4 percent slopes	95
Benton County	198B	Floyd loam, 1 to 4 percent slopes	89
Benton County	207C	Whalan loam, 20 to 30 inches to limestone, till plain, 2 to 9 percent slopes	36
Benton County	214C	Rockton loam, 20 to 30 inches to limestone, till plain, 2 to 9 percent slopes	42
Benton County	220	Nodaway silt loam, shallow loess, 0 to 2 percent slopes, frequently flooded	64
Benton County	221B	Klossner muck, 1 to 4 percent slopes	48
Benton County	284	Flagler sandy loam, 0 to 2 percent slopes	56
Benton County	284B	Flagler sandy loam, 2 to 5 percent slopes	51
Benton County	285C	Burkhardt sandy loam, 2 to 9 percent slopes	13
Benton County	291	Atterberry silt loam, 1 to 3 percent slopes	85
Benton County	293C	Chelsea-Fayette-Lamont complex, 5 to 9 percent slopes	44
Benton County	293D	Chelsea-Fayette-Lamont complex, 9 to 18 percent slopes	22
Benton County	293F	Chelsea-Fayette-Lamont complex, 18 to 25 percent slopes	11
Benton County	302B	Coggon loam, 2 to 5 percent slopes	76
Benton County	302C	Coggon loam, 5 to 9 percent slopes	71
Benton County	302C2	Coggon loam, 5 to 9 percent slopes, moderately eroded	68
Benton County	315	Fluvaquents, sandy and loamy	5
Benton County	350	Waukegan silt loam, 0 to 2 percent slopes	60
Benton County	350B	Waukegan silt loam, 2 to 5 percent slopes	55
Benton County	352B	Whittier silt loam, 1 to 4 percent slopes	50
Benton County	377B	Dinsdale silty clay loam, 2 to 5 percent slopes	94
Benton County	377C	Dinsdale silty clay loam, 5 to 9 percent slopes	90
Benton County	377C2	Dinsdale silty clay loam, 5 to 9 percent slopes, eroded	85
Benton County	382	Maxfield silty clay loam, 0 to 2 percent slopes	87
Benton County	391B	Clyde-Floyd complex, 1 to 4 percent slopes	87
Benton County	398	Tripoli clay loam, 0 to 2 percent slopes	82
Benton County	399	Readlyn silt loam, 1 to 3 percent slopes	91
Benton County	407B	Schley loam, 1 to 4 percent slopes	82
Benton County	408B	Olin sandy loam, 2 to 5 percent slopes	64
Benton County	408C	Olin sandy loam, 5 to 9 percent slopes	59
Benton County	412C	Emeline loam, 2 to 9 percent slopes	7
Benton County	412E	Emeline loam, 9 to 18 percent slopes	5
Benton County	412G	Emeline loam, 18 to 40 percent slopes	5
Benton County	420	Tama silty clay loam, terrace, 0 to 2 percent slopes	100
Benton County	420B	Tama silty clay loam, terrace, 2 to 5 percent slopes	95
Benton County	426B	Aredale loam, 2 to 5 percent slopes	91
Benton County	426C	Aredale loam, 5 to 9 percent slopes	86
Benton County	428B	Ely silty clay loam, 2 to 5 percent slopes	88
Benton County	485	Spillville loam, 0 to 2 percent slopes, occasionally flooded	76
Benton County	536	Hanlon fine sandy loam, 0 to 2 percent slopes	70
Benton County	729B	Nodaway-Radford silt loams, 2 to 5 percent slopes	56
Benton County	771B	Waubeek silt loam, 2 to 5 percent slopes	89
Benton County	771C	Waubeek silt loam, 5 to 9 percent slopes	85
Benton County	771C2	Waubeek silt loam, 5 to 9 percent slopes, eroded	82
Benton County	778	Sattre loam, 0 to 2 percent slopes	55
Benton County	778B	Sattre loam, 2 to 5 percent slopes	50
Benton County	782B	Donnan silt loam, 2 to 5 percent slopes	43
Benton County	782C2	Donnan silt loam, 5 to 9 percent slopes, moderately eroded	36
Benton County	1043	Bremer silty clay loam, sandy substratum, 0 to 2 percent slopes, rarely flooded	68
Benton County	1088	Nevin silty clay loam, sandy substratum, 0 to 2 percent slopes	83
Benton County	1119	Muscatine silty clay loam, terrace, 0 to 2 percent slopes	100
Benton County	1133	Colo silty clay loam, channeled, 0 to 2 percent slopes, frequently flooded	5
Benton County	1160	Walford silt loam, terrace, 0 to 2 percent slopes	85
Benton County	1226	Lawler loam, 0 to 2 percent slopes, rarely flooded	59
Benton County	1291	Atterberry silt loam, terrace, 0 to 2 percent slopes	80
Benton County	1485	Spillville loam, channeled, 0 to 2 percent slopes	41
Benton County	1688	Koszta silt loam, loamy substratum, 0 to 2 percent slopes	88
Benton County	1727	Udolpho loam, 0 to 2 percent slopes	48
Benton County	2133	Colo silty clay loam, 0 to 2 percent slopes, ponded, occasionally flooded	35
Benton County	2153	Shandep clay loam, 0 to 2 percent slopes, ponded, occasionally flooded	21
Benton County	5010	Pits, sand and gravel	
Benton County	5030	Pits, limestone quarry	
Benton County	5040	Anthroportic Udorthents, 2 to 9 percent slopes	5
Benton County	5080	Anthroportic Udorthents, sanitary landfill	5
Benton County	LAKE	Water, lakes and reservoirs	
Benton County	M162B	Downs silt loam, till plain, 2 to 5 percent slopes	90
Benton County	M162C	Downs silt loam, till plain, 5 to 9 percent slopes	85
Benton County	M162C2	Downs silt loam, till plain, 5 to 9 percent slopes, eroded	82
Benton County	M162D	Downs silt loam, till plain, 9 to 14 percent slopes	60
Benton County	M162D2	Downs silt loam, till plain, 9 to 14 percent slopes, eroded	57
Benton County	M163B	Fayette silt loam, till plain, 2 to 5 percent slopes	84
Benton County	M163C	Fayette silt loam, till plain, 5 to 9 percent slopes	79
Benton County	M163C2	Fayette silt loam, till plain, 5 to 9 percent slopes, eroded	76
Benton County	M163D	Fayette silt loam, till plain, 9 to 14 percent slopes	50
Benton County	M163D2	Fayette silt loam, till plain, 9 to 14 percent slopes, eroded	47
Benton County	M163E	Fayette silt loam, till plain, 14 to 18 percent slopes	39
Benton County	M163E2	Fayette silt loam, till plain, 14 to 18 percent slopes, eroded	36
Benton County	M163F	Fayette silt loam, till plain, 18 to 25 percent slopes	21
Benton County	M163F2	Fayette silt loam, till plain, 18 to 25 percent slopes, eroded	18
Benton County	M163G	Fayette silt loam, till plain, 25 to 40 percent slopes	5
Benton County	P162B	Downs silt loam, paha, 2 to 5 percent slopes	90
Benton County	P162C	Downs silt loam, paha, 5 to 9 percent slopes	85
Benton County	P162C2	Downs silt loam, paha, 5 to 9 percent slopes, eroded	82
Benton County	P162D	Downs silt loam, paha, 9 to 14 percent slopes	57
Benton County	P162D2	Downs silt loam, paha, 9 to 14 percent slopes, eroded	54
Benton County	P163B	Fayette silt loam, paha, 2 to 5 percent slopes	83
Benton County	P163C	Fayette silt loam, paha, 5 to 9 percent slopes	78
Benton County	P163C2	Fayette silt loam, paha, 5 to 9 percent slopes, eroded	75
Benton County	P163D	Fayette silt loam, paha, 9 to 14 percent slopes	50
Benton County	P163D2	Fayette silt loam, paha, 9 to 14 percent slopes, eroded	47
